StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;S1_Q1: Select;S1_Q2;S2_Q3;S2_Q4;S3_Q5;S3_Q6;S4_Q7;S4_Q8;S5_Q9;S5_Q10;Context Q1;Age;Job;Residence;Education;Profession;Media
2025-06-15 14:37:23;2025-06-15 14:53:05;IP Address;87.210.26.13;100;941;TRUE;2025-06-15 14:53:05;R_2kaz6hlDHW2LQgV;;;;;52.3672;4.918;anonymous;EN;Image 1,Image 4,Image 5,Image 6;Image 2,Image 4,Image 6;Image 3,Image 4;Image 1;Image 2,Image 3,Image 5,Image 6;Image 2,Image 3;Image 4,Image 5,Image 6;Image 1,Image 3,Image 4,Image 6;Image 1,Image 4,Image 6;Image 3,Image 5,Image 6;Feature 1 (News bars);25;Student;Netherlands;Master’s degree;Artificial Intelligence ;Instagram,TikTok,Telegram
2025-06-15 14:51:44;2025-06-15 15:17:42;IP Address;212.52.1.235;100;1557;TRUE;2025-06-15 15:17:43;R_8alpnuJ4j2S5lHr;;;;;50.1169;8.6837;anonymous;EN;Image 1,Image 6;Image 3;Image 5;Image 2;Image 2,Image 5;Image 2,Image 3;Image 5,Image 6;Image 1,Image 3,Image 4;Image 4,Image 6;Image 3,Image 5;;23;Recruiter ;Russia ;Bachelor’s degree;HR, Management ;Instagram,Telegram
2025-06-15 15:31:43;2025-06-15 15:35:30;IP Address;62.99.164.14;100;226;TRUE;2025-06-15 15:35:30;R_2urCB48bdmRnEjI;;;;;48.1933;16.3727;anonymous;EN;Image 1,Image 4,Image 6;Image 1,Image 4,Image 6;Image 2,Image 3,Image 4,Image 5,Image 6;Image 1,image 3,Image 4,image 5;Image 3,Image 5,Image 6;Image 2,Image 3;Image 1,Image 4,Image 5,Image 6;Image 3,Image 4,Image 5,Image 6;Image 1,Image 2,Image 4,Image 6;Image 1,Image 3,Image 4,Image 5,Image 6;Feature 3 (Date and time stamps);24;Web designer;Russia;Bachelor’s degree;IT;Newspaper/Online Articles,Instagram,Youtube,Telegram
2025-06-15 15:52:34;2025-06-15 15:58:54;IP Address;84.115.218.211;100;380;TRUE;2025-06-15 15:58:54;R_8khW5KStm5oAaxf;;;;;48.217;16.3944;anonymous;EN;Image 1,Image 5,Image 6;Image 3,Image 5,Image 6;Image 1,Image 3,Image 5;Image 2,image 3,Image 6;Image 2,Image 3,Image 4,Image 6;Image 2,Image 4,Image 6;Image 3,Image 4,Image 5;Image 1,Image 2,Image 4;Image 1,Image 3,Image 6;Image 1,Image 4,Image 6;Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 4 (Simple outline),Feature 5 (Highlighted circle with zoomed-in detail);31;Engineer;Wien;Master’s degree;IT;Newspaper/Online Articles,Youtube
2025-06-15 15:55:41;2025-06-15 16:00:28;IP Address;78.104.182.37;100;286;TRUE;2025-06-15 16:00:28;R_8CPRvg1G0zcZb5A;;;;;48.2169;16.4997;anonymous;EN;Image 2,Image 4,Image 6;Image 2,Image 3,Image 4;Image 1,Image 3;image 3,image 5,Image 6;Image 1,Image 4,Image 5,Image 6;Image 3,Image 4;Image 1,Image 5,Image 6;Image 1,Image 2;Image 2,Image 4,Image 6;Image 6;;25;Student; Vienna;Bachelor’s degree;Digital economy ;Newspaper/Online Articles,Instagram,Youtube,Telegram
2025-06-15 16:06:48;2025-06-15 16:11:07;IP Address;137.208.216.76;100;259;TRUE;2025-06-15 16:11:07;R_2sBZtTAe8CK8fLj;;;;;48.217;16.3944;anonymous;EN;Image 1,Image 4;;Image 3;image 3,Image 6;Image 5,Image 6;;Image 4;Image 1,Image 5;Image 1;Image 6;Feature 1 (News bars),Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 4 (Simple outline);24;Student / Employee;Vienna;Bachelor’s degree;IT;Youtube
2025-06-15 16:15:58;2025-06-15 16:22:48;IP Address;84.115.226.202;100;410;TRUE;2025-06-15 16:22:49;R_8VDUg8LrcBFPEr4;;;;;48.2169;16.4997;anonymous;EN;Image 5,Image 6;Image 1,Image 5;Image 2,Image 3;Image 1,image 3,image 5;Image 1,Image 3,Image 6;Image 1,Image 2,Image 6;Image 4,Image 5,Image 6;Image 1,Image 3,Image 4;Image 1,Image 4,Image 5,Image 6;Image 3,Image 6;Feature 4 (Simple outline);23;Student;Austria;Master’s degree;Digital Economy;Newspaper/Online Articles,Instagram,Youtube,TV/Online TV
2025-06-15 16:47:27;2025-06-15 17:00:16;IP Address;77.246.106.226;100;769;TRUE;2025-06-15 17:00:17;R_2foJh2MTp7939RE;;;;;52.3759;4.8975;anonymous;EN;Image 1,Image 3,Image 4,Image 5,Image 6;Image 2,Image 3,Image 5,Image 6;Image 1,Image 4,Image 5,Image 6;Image 1,Image 2,Image 4;Image 2,Image 5,Image 6;Image 2,Image 3,Image 6;Image 3,Image 4,Image 5,Image 6;Image 2,Image 3,Image 4;Image 1,Image 3,Image 4,Image 6;Image 1,Image 4,Image 6;Feature 4 (Simple outline),Feature 5 (Highlighted circle with zoomed-in detail);52;Economic ;Russia;Master’s degree;Economic ;Newspaper/Online Articles,Instagram,TV/Online TV,Radio
2025-06-15 17:00:25;2025-06-15 17:12:05;IP Address;77.246.106.226;100;700;TRUE;2025-06-15 17:12:06;R_2b9kGiqWvN4bVxD;;;;;52.3759;4.8975;anonymous;EN;Image 1,Image 3,Image 4,Image 5,Image 6;Image 3,Image 5,Image 6;Image 1,Image 5,Image 6;image 3,Image 4,Image 6;Image 1,Image 2,Image 5,Image 6;Image 1,Image 2,Image 6;Image 2,Image 3,Image 5,Image 6;Image 2,Image 5,Image 6;Image 4,Image 5;Image 4,Image 5;Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 4 (Simple outline),Feature 5 (Highlighted circle with zoomed-in detail);65;Engineer ;Russia;PhD or higher (e.g., Doctorate, Postdoctoral);Engineering;Newspaper/Online Articles,TV/Online TV,Radio
2025-06-15 17:37:06;2025-06-15 17:46:37;IP Address;212.95.5.61;100;570;TRUE;2025-06-15 17:46:37;R_8J5e7oXj5rYBVpI;;;;;48.2169;16.4997;anonymous;EN;Image 3,Image 4,Image 6;Image 2,Image 4;Image 3,Image 4,Image 5;Image 1,image 5;Image 1,Image 6;Image 3,Image 6;Image 2,Image 3,Image 4;Image 1,Image 3,Image 4;Image 1,Image 3;Image 3,Image 6;Feature 1 (News bars);26;Sales manager;Vienna;Bachelor’s degree;Sales ;Newspaper/Online Articles,Podcasts,Instagram
2025-06-15 17:53:11;2025-06-15 18:48:06;IP Address;82.218.178.146;100;3294;TRUE;2025-06-15 18:48:06;R_8npUqS9DQmqy6AE;;;;;48.1974;15.6342;anonymous;EN;Image 2,Image 4,Image 6;Image 3,Image 6;Image 1,Image 3,Image 6;Image 2,image 5,Image 6;Image 1,Image 5,Image 6;Image 2,Image 3,Image 5,Image 6;Image 2,Image 3,Image 5;Image 1,Image 3,Image 4,Image 5;;Image 1,Image 2,Image 3,Image 4,Image 5,Image 6;Feature 1 (News bars),Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 5 (Highlighted circle with zoomed-in detail);27;Healthcare worker;Austria;Master’s degree;Healthcare;Newspaper/Online Articles,Podcasts,Instagram,Radio
2025-06-15 19:33:42;2025-06-15 19:46:45;IP Address;172.56.194.203;100;783;TRUE;2025-06-15 19:46:45;R_5feAhsRZka7vDxM;;;;;42.364;-71.0265;anonymous;EN;Image 4,Image 6;Image 2,Image 6;Image 1;Image 1,image 3,image 5;Image 2,Image 3,Image 6;;Image 4;Image 1,Image 3,Image 4,Image 5;Image 1,Image 5,Image 6;Image 3,Image 6;Feature 1 (News bars),Feature 4 (Simple outline),Feature 5 (Highlighted circle with zoomed-in detail);27;Scientist;Cambridge;Master’s degree;Neuroscience;Newspaper/Online Articles,Podcasts,Instagram
2025-06-15 19:49:45;2025-06-15 19:57:04;IP Address;185.125.200.211;100;438;TRUE;2025-06-15 19:57:04;R_2PocAYN5CWvuuFX;;;;;55.7386;37.6068;anonymous;EN;Image 1,Image 4;Image 3,Image 5;Image 4,Image 5;;Image 1,Image 5,Image 6;Image 3,Image 4;Image 1,Image 4;Image 1;Image 1,Image 5;Image 6;Feature 1 (News bars),Feature 4 (Simple outline);33;;;;;Newspaper/Online Articles,Youtube,Telegram
2025-06-15 19:53:39;2025-06-15 20:25:26;IP Address;92.28.118.166;100;1906;TRUE;2025-06-15 20:25:26;R_2o4bIEuLdepaIeZ;;;;;51.5597;-0.0528;anonymous;EN;Image 1;Image 2;Image 3;Image 6;Image 3,Image 6;Image 4;Image 4,Image 6;Image 1,Image 3;Image 1,Image 4,Image 5,Image 6;Image 1,Image 3,Image 6;Feature 1 (News bars),Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 3 (Date and time stamps);30;Pipeline Supervisor in Feature Animation;UK;Bachelor’s degree;Entertainment industry - Film / TV / Animation;Newspaper/Online Articles,Podcasts,Youtube
2025-06-15 20:29:39;2025-06-15 20:39:28;IP Address;79.127.241.132;100;588;TRUE;2025-06-15 20:39:28;R_8zTOb6QTguikNqG;;;;;50.1169;8.6837;anonymous;EN;Image 4,Image 6;Image 2,Image 3,Image 5;Image 3;Image 2;Image 3,Image 6;Image 2,Image 6;Image 5,Image 6;Image 3,Image 4;Image 6;Image 5;Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 4 (Simple outline);22;Student;Moscow;High school diploma or equivalent;Art;TikTok,Telegram
2025-06-15 13:42:52;2025-06-16 09:33:38;IP Address;77.119.192.210;100;71445;TRUE;2025-06-16 09:33:38;R_8uQFZC7MMXJOHA4;;;;;48.1535;16.3855;anonymous;EN;Image 2,Image 6;Image 1,Image 3;Image 1,Image 2,Image 3,Image 5;Image 1,image 5;Image 1,Image 6;Image 2,Image 6;Image 4,Image 6;Image 3,Image 4;Image 4,Image 5,Image 6;Image 3,Image 6;Feature 1 (News bars),Feature 3 (Date and time stamps);27;Sales;Vienna;Bachelor’s degree;PV;Instagram,Youtube,Radio
2025-06-16 11:25:04;2025-06-16 11:33:05;IP Address;5.77.201.74;100;481;TRUE;2025-06-16 11:33:06;R_3CZAwFwZBmAqxSD;;;;;40.1814;44.5102;anonymous;EN;Image 1,Image 3,Image 4;Image 2,Image 6;Image 6;;Image 2,Image 3,Image 4;Image 4,Image 5;Image 1,Image 5,Image 6;Image 1,Image 3,Image 6;Image 1,Image 4;Image 3,Image 6;;32;;;Master’s degree;CG;Youtube
2025-06-16 14:33:52;2025-06-16 14:46:50;IP Address;137.208.216.85;100;778;TRUE;2025-06-16 14:46:50;R_2T1OkwOTywYLFnj;;;;;48.217;16.3944;anonymous;EN;Image 1,Image 2,Image 6;Image 2,Image 3,Image 4,Image 6;Image 2,Image 3;Image 1,Image 6;Image 3,Image 5;Image 1,Image 2,Image 4;Image 6;Image 3,Image 4;Image 1,Image 4,Image 5,Image 6;Image 1,Image 3,Image 4,Image 6;Feature 1 (News bars),Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 3 (Date and time stamps),Feature 4 (Simple outline),Feature 5 (Highlighted circle with zoomed-in detail);21;Student/Full-time worker;Vienna;Bachelor’s degree;Digital Economy;Newspaper/Online Articles,Twitter/X,Instagram,Youtube,Telegram
2025-06-16 14:48:30;2025-06-16 14:54:59;IP Address;213.142.96.45;100;389;TRUE;2025-06-16 14:55:00;R_8I31TqatJnMCnHr;;;;;48.1535;16.3855;anonymous;EN;Image 2,Image 3,Image 6;Image 3,Image 4,Image 5;Image 3,Image 4;Image 1,image 3,image 5,Image 6;Image 2,Image 5,Image 6;Image 2,Image 3,Image 4,Image 6;Image 3,Image 4,Image 6;Image 1,Image 3,Image 4,Image 5;Image 1,Image 4,Image 5,Image 6;Image 2,Image 3,Image 4,Image 6;Feature 1 (News bars),Feature 3 (Date and time stamps),Feature 4 (Simple outline);27;;Vienna;High school diploma or equivalent;Fashion/Art;Newspaper/Online Articles,Instagram,TV/Online TV
2025-06-16 15:33:32;2025-06-16 15:39:30;IP Address;213.147.166.64;100;358;TRUE;2025-06-16 15:39:30;R_8LFFOXH5niDmL12;;;;;48.301;16.3448;anonymous;EN;Image 2,Image 4,Image 6;Image 4,Image 6;Image 2,Image 3;image 3,image 5;Image 5,Image 6;Image 2,Image 3;Image 1,Image 4,Image 5,Image 6;Image 1,Image 3;Image 5;Image 2,Image 3;Feature 5 (Highlighted circle with zoomed-in detail);33;Validation lead ;Vienna;Master’s degree;Biochemistry;Newspaper/Online Articles,Podcasts,Facebook,Instagram
2025-06-16 17:45:53;2025-06-16 17:54:02;IP Address;85.184.225.209;100;488;TRUE;2025-06-16 17:54:02;R_8QxjUwv58jfsv2E;;;;;42.1319;3.1263;anonymous;EN;Image 6;Image 3;Image 3,Image 4;image 3,image 5;Image 1,Image 5;Image 2,Image 6;Image 4,Image 6;Image 3,Image 4;Image 1,Image 4,Image 6;Image 3,Image 5,Image 6;Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks);25;Student;CH;Master’s degree;Law and Economics;Newspaper/Online Articles,Podcasts,Twitter/X,Radio
2025-06-10 08:29:10;2025-06-10 08:29:30;IP Address;45.12.223.210;12;19;FALSE;2025-06-17 08:29:31;R_2jlZ5j5jW9Hroav;;;;;59.9133;10.7389;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 08:32:03;2025-06-10 08:32:13;IP Address;79.127.142.184;12;10;FALSE;2025-06-17 08:32:16;R_8Tw4tX1Hbe8sFN9;;;;;50.0883;14.4124;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 08:37:38;2025-06-10 08:37:44;IP Address;67.220.76.128;12;5;FALSE;2025-06-17 08:37:46;R_2iXoKfx0Ta8AJ3b;;;;;52.3759;4.8975;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 08:20:49;2025-06-10 08:42:26;IP Address;213.142.96.57;24;1297;FALSE;2025-06-17 08:42:28;R_8u3OF5EKeUQ8xmV;;;;;48.1968;16.3191;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 08:43:31;2025-06-10 08:43:40;IP Address;79.25.127.254;24;8;FALSE;2025-06-17 08:43:43;R_8dlFyK4OADszquu;;;;;44.4071;8.95;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 08:47:30;2025-06-10 08:48:53;IP Address;213.142.96.57;59;82;FALSE;2025-06-17 08:48:55;R_8uWcMeEALIqa6Vr;;;;;48.1968;16.3191;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 09:56:16;2025-06-17 08:51:08;IP Address;87.123.242.122;100;168892;TRUE;2025-06-17 08:51:09;R_8fhA8Ltqdxrv7eV;;;;;48.1982;16.3917;anonymous;EN;Image 5,Image 6;Image 2,Image 3,Image 5;Image 1,Image 3,Image 4;Image 1,image 5;Image 2,Image 3;Image 1,Image 3;Image 4,Image 5,Image 6;Image 3,Image 4;Image 1,Image 4;Image 1,Image 6;;27;Student;Vienna;Bachelor’s degree;Architecture;Newspaper/Online Articles,Instagram,Youtube,TV/Online TV
2025-06-10 09:01:38;2025-06-10 09:01:46;IP Address;89.110.110.235;12;7;FALSE;2025-06-17 09:01:48;R_2M4CFizDF5PTnhl;;;;;52.3759;4.8975;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 09:05:49;2025-06-10 09:06:03;IP Address;178.190.210.187;12;13;FALSE;2025-06-17 09:06:04;R_2fZeyPEC8aWpULj;;;;;48.1933;16.3727;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 09:01:11;2025-06-10 09:06:15;IP Address;79.25.127.254;71;304;FALSE;2025-06-17 09:06:17;R_8SqpOpSn564CWWi;;;;;44.4071;8.95;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 09:05:08;2025-06-10 09:09:03;IP Address;212.186.244.210;35;234;FALSE;2025-06-17 09:09:06;R_8dFJULbui00lvKi;;;;;48.1712;16.321;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 09:20:49;2025-06-10 09:21:11;IP Address;157.90.68.120;12;22;FALSE;2025-06-17 09:21:12;R_2SfsxZr8drHYbnk;;;;;50.4777;12.3649;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 09:42:02;2025-06-10 09:45:07;IP Address;109.72.107.221;47;185;FALSE;2025-06-17 09:45:08;R_2zYHCnl7lQondKO;;;;;43.1509;19.1205;anonymous;EN;Image 2;Image 1,Image 4;Image 5;Image 1,image 3,image 5;Image 6;Image 3;;;;;;;;;;;
2025-06-10 09:41:34;2025-06-10 10:05:28;IP Address;95.168.105.15;12;1433;FALSE;2025-06-17 10:05:30;R_8CDKrqm0A9UJEhD;;;;;45.8293;15.9793;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 14:28:30;2025-06-10 14:36:02;IP Address;152.37.94.212;47;451;FALSE;2025-06-17 14:36:08;R_8J9MT20wyDqHl3g;;;;;51.5064;-0.02;anonymous;EN;Image 1,Image 4,Image 6;Image 6;Image 3;Image 1,Image 6;Image 4,Image 6;;;;;;;;;;;;
2025-06-10 16:13:19;2025-06-10 16:13:58;IP Address;78.104.201.100;12;39;FALSE;2025-06-17 16:14:01;R_2ez7vQbKUHFrXuY;;;;;48.2342;16.325;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 16:59:43;2025-06-10 16:59:59;IP Address;57.129.25.73;12;16;FALSE;2025-06-17 17:00:08;R_2v1gXewGRYQuj5G;;;;;50.1162;8.6693;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 19:16:12;2025-06-10 19:16:25;IP Address;178.165.162.72;12;12;FALSE;2025-06-17 19:16:27;R_8oj3LMdE4Zi3GYj;;;;;48.2169;16.4997;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-10 20:22:22;2025-06-10 20:22:36;IP Address;5.253.206.60;12;14;FALSE;2025-06-17 20:22:45;R_8GNPsDYLW1mtlin;;;;;52.1574;21.0126;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-11 11:00:46;2025-06-11 11:00:53;IP Address;46.36.117.116;12;7;FALSE;2025-06-18 11:00:56;R_1Z0hyM252Bd71LP;;;;;40.1814;44.5102;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-11 16:29:36;2025-06-11 16:29:42;IP Address;180.149.46.25;12;5;FALSE;2025-06-18 16:29:50;R_816qDD9D3Q75wrK;;;;;45.4722;9.1922;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-12 20:15:06;2025-06-12 20:15:15;IP Address;50.7.40.20;12;9;FALSE;2025-06-19 20:15:24;R_87ukXYnxMLYOBtD;;;;;52.3862;4.7506;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 09:00:59;2025-06-15 09:01:07;IP Address;85.153.238.252;12;8;FALSE;2025-06-22 09:01:12;R_4UlRRU6vofmOUpP;;;;;37.0695;35.0907;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 10:15:53;2025-06-15 10:15:59;IP Address;213.47.84.189;12;6;FALSE;2025-06-22 10:16:00;R_2PWEwL1z9DcZY7T;;;;;48.1982;16.3917;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 10:15:59;2025-06-15 10:16:05;IP Address;81.223.98.238;12;6;FALSE;2025-06-22 10:16:06;R_8teSIwPuMKlyiaR;;;;;48.2324;16.3518;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 10:21:09;2025-06-15 10:21:18;IP Address;62.60.237.52;12;8;FALSE;2025-06-22 10:21:18;R_2crloeFQBizzwJj;;;;;60.1719;24.9347;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 10:23:43;2025-06-15 10:24:54;IP Address;41.66.99.197;12;70;FALSE;2025-06-22 10:24:56;R_2I63T8oRGPBbG9s;;;;;48.2169;16.4997;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 10:40:48;2025-06-15 10:42:11;IP Address;62.76.239.225;12;83;FALSE;2025-06-22 10:42:12;R_2lF0cvh3AsxaF4R;;;;;56.9473;24.0979;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 10:59:47;2025-06-15 11:00:07;IP Address;146.59.111.210;12;20;FALSE;2025-06-22 11:00:09;R_2TottZWXwWC98kp;;;;;48.8582;2.3387;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 11:05:02;2025-06-15 11:05:10;IP Address;138.124.61.34;12;8;FALSE;2025-06-22 11:05:12;R_8cdyRSrlz3FpSJH;;;;;50.1169;8.6837;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 12:00:46;2025-06-15 12:03:22;IP Address;85.223.42.104;35;155;FALSE;2025-06-22 12:03:26;R_2TeRDz6CaoDwqtP;;;;;52.3907;4.8637;anonymous;EN;Image 4,Image 6;Image 1,Image 3,Image 6;Image 2,Image 3,Image 4;Image 1;;;;;;;;;;;;;
2025-06-15 12:49:37;2025-06-15 12:49:54;IP Address;41.66.123.39;12;16;FALSE;2025-06-22 12:49:57;R_8Fb9oPHvBxk83db;;;;;48.301;16.3448;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 13:37:09;2025-06-15 13:42:04;IP Address;5.38.69.84;35;295;FALSE;2025-06-22 13:42:06;R_3OSORPtbptvRkwp;;;;;25.0734;55.2979;anonymous;EN;Image 3,Image 4,Image 5;Image 2,Image 3,Image 5,Image 6;Image 3,Image 4;Image 4,image 5;;;;;;;;;;;;;
2025-06-15 15:55:57;2025-06-15 15:56:13;IP Address;84.115.226.202;12;15;FALSE;2025-06-22 15:56:18;R_2V272Sk0Cildj6C;;;;;48.2169;16.4997;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 17:19:51;2025-06-15 17:20:19;IP Address;91.141.57.249;12;28;FALSE;2025-06-22 17:20:19;R_89ie75CQifUb2pE;;;;;48.1535;16.3855;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 19:27:38;2025-06-15 19:27:50;IP Address;91.141.46.107;6;12;FALSE;2025-06-22 19:27:51;R_2pi2ohRun4biKY3;;;;;48.301;16.3448;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 17:00:32;2025-06-15 20:37:01;IP Address;137.208.128.103;71;12988;FALSE;2025-06-22 20:37:03;R_2dEhhVPajGwgnmJ;;;;;48.1933;16.3727;anonymous;EN;Image 2,Image 5,Image 6;Image 2,Image 4,Image 5,Image 6;Image 2,Image 3,Image 5,Image 6;Image 1,image 5;Image 4,Image 5,Image 6;Image 2,Image 3,Image 5;Image 1,Image 4,Image 5,Image 6;Image 3,Image 4,Image 6;Image 2,Image 4,Image 5;Image 3,Image 6;;;;;;;
2025-06-15 20:37:01;2025-06-15 20:44:14;IP Address;137.208.128.103;59;433;FALSE;2025-06-22 20:44:18;R_85YGH80CQpGfSGI;;;;;48.217;16.3944;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-15 20:53:44;2025-06-15 20:53:52;IP Address;109.93.197.121;6;7;FALSE;2025-06-22 20:53:53;R_8rMQ1v86xTCXwoF;;;;;45.25;19.8362;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-16 08:54:26;2025-06-16 08:59:43;IP Address;146.255.188.242;76;316;FALSE;2025-06-23 08:59:45;R_2Vs8tcvON5WMzpT;;;;;52.706;6.1876;anonymous;EN;Image 3;Image 4;Image 4;Image 1,Image 2;Image 3,Image 6;Image 1;Image 4,Image 5,Image 6;Image 1,Image 3,Image 4;Image 1,Image 4,Image 6;Image 3,Image 4,Image 6;Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks),Feature 4 (Simple outline);;;;;;
2025-06-16 12:13:44;2025-06-16 12:13:58;IP Address;109.245.38.90;12;13;FALSE;2025-06-23 12:14:05;R_80NrRsqLhHQgoO7;;;;;44.8046;20.4637;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-16 12:14:17;2025-06-16 12:14:22;IP Address;109.245.38.90;12;4;FALSE;2025-06-23 12:14:23;R_2paUyDX6e6DRjJa;;;;;44.8046;20.4637;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-16 16:20:11;2025-06-16 16:20:24;IP Address;77.221.145.208;12;12;FALSE;2025-06-23 16:20:26;R_8qgpgFTwUrQDPS2;;;;;52.706;6.1876;anonymous;EN;;;;;;;;;;;;;;;;;
2025-06-27 11:55:43;2025-06-27 12:00:52;IP Address;178.165.202.222;100;309;TRUE;2025-06-27 12:00:53;R_8FWIIFzKPTFLGIO;;;;;48.1436;16.2941;anonymous;EN;Image 1,Image 4,Image 5;Image 5,Image 6;Image 3;;Image 5;Image 2,Image 3;Image 6;Image 3,Image 4;Image 1,Image 6;Image 6;Feature 1 (News bars),Feature 2 (Official watermarks, e.g. police stamps, magazine/journals watermarks);29;-;Vienna;Master’s degree;International Relations;Newspaper/Online Articles,Podcasts,Instagram,TikTok,TV/Online TV
